modelo;aro;furac�o;offset;acabamento
R79;20X8,5;6X139,7;35;BLACK DIAMOND (BD)
R79;22x9;6X139;40;BLACK DIAMOND (BD)
R80;14x6;4X100;39;BLACK (B)
R80;14x6;4X100;39;BLACK DIAMOND (BD)
R80;15x6;4X100;39;BLACK (B)
R80;15x6;4X100;39;BLACK DIAMOND (BD)
R80;15x6;4X100;39;GRAPHITE DIAMOND (GD)
R81;14x6;4X100;35;BLACK DIAMOND (BD)
R81;15x6;4X100;38;BLACK DIAMOND (BD)
R82;14x6;4X100;39;BLACK DIAMOND (BD)
R82;14x6;4X100;39;GRAPHITE DIAM CLAR (GDC)
R82;14x6;4X100;39;GRAPHITE DIAM ESC (GDE)
R82;15x6;4X100;39;BLACK DIAMOND (BD)
R82;15x6;4X100;39;GRAPHITE DIAM CLAR (GDC)
R82;15x6;4X100;39;GRAPHITE DIAM ESC (GDE)
R83;15x6;4X100;36;BLACK DIAMOND (BD)
R83;17x6;4X100;42;BLACK DIAMOND (BD)
R83;17x7;4X100;40;BLACK DIAMOND (BD)
R84;14x6;5X112;27;BLACK DIAMOND (BD)
R84;14x6;4X130;27;BLACK DIAMOND (BD)
R84;14x6;4X130;27;GRAPHITE DIAMOND (GD)
R84;14x6;4X130;27;PRATA DIAM (SD)
R84;15x6;4X130;36;BRUTA  ()
R84;15x6;4X130;36;BLACK DIAMOND (BD)
R84;15x6;4X130;36;GRAPHITE DIAMOND (GD)
R84;15X6;4X130;36;POLIDA (P)
R84;15x6;4X130;36;PRATA DIAM (SD)
R84;17x6;4X130;42;BRUTA (BRUTA)
R84;17x6;4X130;42;BLACK DIAMOND (BD)
R84;17x6;4X130;42;GRAPHITE DIAMOND (GD)
R84;17x6;4X130;42;POLIDA (P)
R84;17x6;4X130;42;PRATA DIAM (SD)
R85;17x7;4X100;40;SILVER STAR (SS)
R86;20X7,5;5X112;40;BLACK DIAMOND (BD)
R87;16x7;5X120;40;BLACK DIAMOND (BD)
R87;18x7;5X120;40;BLACK (B)
R87;18x7;5X120;40;BLACK DIAMOND (BD)
R87;20X8,5;5X120;40;BLACK (B)
R87;20X8,5;5X120;40;BLACK DIAMOND (BD)
R87;22x9;5X120;45;BLACK (B)
R87;22x9;5X120;45;BLACK DIAMOND (BD)
R88;14x6;4X98;35;BLACK DIAMOND (BD)
R89;16x6;5X100;39;BLACK DIAMOND (BD)
R89;16x6;5X100;39;GRAPHITE DIAMOND (GD)
R89;17x7;5X100;45;BLACK DIAMOND (BD)
R90;16x6;4X100;40;BLACK DIAMOND (BD)
R91;14x6;4X98;35;BLACK DIAMOND (BD)
R92;14x6;4X98;35;BLACK (B)
R92;14x6;4X98;35;BLACK DIAMOND (BD)
R92;15x6;4X98;36;BLACK (B)
R92;15x6;4X98;36;BLACK DIAMOND (BD)
R92;17x6;4X98;44;BLACK (B)
R92;17x6;4X98;44;BLACK DIAMOND (BD)
R93;14x6;4X100;30;BLACK DIAMOND (BD)
R93;14x6;4X100;30;GRAPHITE DIAMOND (GD)
R93;15x6;4X100;38;BLACK DIAMOND (BD)
R93;15x6;5X100;38;BLACK (B)
R93;15x6;5X100;38;BLACK DIAMOND (BD)
R93;17x7;4X100;38;BLACK (B)
R93;17x7;4X100;38;BLACK DIAMOND (BD)
R93;17x7;5X100;38;BLACK (B)
R93;17x7;5X100;47;BLACK DIAMOND (BD)
R93;17x7;5X112;47;BLACK DIAMOND (BD)
R93;17x7;5X112;47;GRAPHITE DIAMOND (GD)
R93;18x7;4X100;40;BLACK DIAMOND (BD)
R93;18x7;5X100;47;BLACK DIAMOND (BD)
R93;18x7;5X112;47;BLACK DIAMOND (BD)
R93;18x7;5X112;47;GRAPHITE DIAMOND (GD)
R93;20X7,5;4X100;40;BLACK DIAMOND (BD)
R93;20X7,5;5X100;40;BLACK DIAMOND (BD)
R93;20X7,5;5X100;47;BLACK DIAMOND (BD)
R93;20X7,5;5X112;47;BLACK DIAMOND (BD)
R93;20X7,5;5X112;47;GRAPHITE DIAMOND (GD)
R94;15x6;4X100;38;BLACK (B)
R94;15x6;4X100;38;BLACK DIAMOND (BD)
R94;15x6;4X100;38;BLACK DIAM SMOKE (BDS)
R94;15X6;5X100;38;BLACK (B)
R94;15x6;5X100;38;BLACK DIAMOND (BD)
R94;15x6;5X100;38;BLACK DIAM SMOKE (BDS)
R94;15x6;5X100;38;GRAPHITE DIAMOND (GD)
R94;17x7;4X100;38;BLACK (B)
R94;17x7;4X100;38;BLACK DIAMOND (BD)
R94;17x7;4X100;38;BLACK DIAM SMOKE (BDS)
R94;17x7;4X100;38;GRAPHITE DIAMOND (GD)
R94;17x7;5X100;38;BLACK (B)
R94;17x7;5X100;38;BLACK DIAMOND (BD)
R94;17x7;5X100;38;BLACK DIAM SMOKE (BDS)
R94;17x7;5X112;38;BLACK DIAMOND (BD)
R96;14x6;4X100;35;BLACK DIAMOND (BD)
R96;14x6;4X100;35;GRAPHITE DIAMOND (GD)
R97;15x6;4X100;38;BLACK DIAMOND (BD)
R97;15x6;4X100;38;GRAFITE BRILHANT (GB)
R99;15x6;4X100;50;BLACK DIAMOND (BD)
RANGER;17x7;6X139,7;35;BLACK DIAMOND (BD)
S02;16x6;5X110;28;BLACK DIAMOND (BD)
S02;16x6;5X110;28;GRAPHITE DIAMOND (GD)
S02;18x7;5X110;40;BLACK DIAMOND (BD)
S02;18x7;5X110;40;GRAPHITE DIAMOND (GD)
S03;14x6;4X98;35;BLACK (B)
S03;14x6;4X98;35;BLACK DIAMOND (BD)
S03;14x6;4X98;35;GRAPHITE DIAMOND (GD)
S03;15x6;4X98;36;BLACK (B)
S03;15x6;4X98;36;BLACK DIAMOND (BD)
S03;15x6;4X98;36;GRAPHITE DIAMOND (GD)
S03;17x6;4X98;38;BLACK (B)
S03;17x6;4X98;38;BLACK DIAMOND (BD)
S03;17x6;4X98;38;GRAPHITE FOSCO DIAM (GFD)
S04;15x6;4X100;50;BLACK DIAMOND (BD)
S05;16x6;4X108;20;BLACK FOSCO DIAMOND (BFD)
S07;17x7;5X120;40;BLACK (B)
S07;17x7;5X120;40;GRAFITE FOSC (GF)
S07;17x7;5X120;40;HYPER GLOSS (HG)
S07;18x7;5X120;40;BLACK (B)
S07;18x7;5X120;40;GRAFITE FOSC (GF)
S07;18x7;5X120;40;HYPER GLOSS (HG)
S07;20X8,5;5X120;40;BLACK (B)
S07;20X8,5;5X120;40;GRAFITE FOSC (GF)
S07;20X8,5;5X120;40;HYPER GLOSS (HG)
S07;22x9;5X120;45;BLACK (B)
S07;22x9;5X120;45;GRAFITE FOSC (GF)
S07;22x9;5X120;45;HYPER GLOSS (HG)
S08;16x6;5X114;43;BLACK DIAMOND (BD)
S10;16x6;4X108;23;GRAPHITE DIAMOND (GD)
S11;17X7;6X139,7;25;BLACK DIAMOND (BD)
S11;20X8,5;6X139,7;35;BLACK DIAMOND (BD)
S12;16x6;5X114,3;43;BLACK DIAMOND (BD)
S13;14x6;4X100;38;BLACK DIAMOND (BD)
S13;15x6;4X100;42;BLACK (B)
S14;16x6;4X108;15;BLACK DIAMOND (BD)
S14;17x6;4X108;15;BLACK DIAMOND (BD)
S15;15x6;4X98;40;BLACK (B)
S15;15x6;4X98;40;GRAFITE BRILHANT (GB)
S15;15x6;4X98;40;HYPER GLOSS (HG)
S16;16x6;5X114;46;BLACK DIAMOND (BD)
S16;17x7;5X114;46;BLACK DIAMOND (BD)
S18;15x6;4X100;38;BLACK (B)
S18;15x6;4X100;38;HYPER GLOSS (HG)
S18;15x6;5X100;38;BLACK (B)
S18;15x6;5X100;38;HYPER GLOSS (HG)
S18;17x6;4X100;42;HYPER GLOSS (HG)
S18;17x6;5X100;42;HYPER GLOSS (HG)
S18;17x7;4X100;38;BLACK (B)
S18;17x7;4X100;38;HYPER GLOSS (HG)
S18;17x7;5X100;38;GRAFITE BRILHANT (GB)
S18;17x7;5X100;38;HYPER GLOSS (HG)
S18;17x7;5X112;38;GRAFITE BRILHANT (GB)
S18;17x7;5X112;38;HYPER GLOSS (HG)
S18;18x7;4X100;38;BLACK (B)
S18;18x7;4X100;38;HYPER GLOSS (HG)
S18;18x7;5X100;38;GRAFITE BRILHANT (GB)
S18;18x7;5X100;38;HYPER GLOSS (HG)
S18;18x7;5X112;38;BLACK (B)
S18;18x7;5X112;38;GRAFITE BRILHANT (GB)
S18;18x7;5X112;38;HYPER GLOSS (HG)
S18;20X7,5;4X100;38;HYPER GLOSS (HG)
S18;20X7,5;5X100;38;GRAFITE BRILHANT (GB)
S18;20X7,5;5X100;38;HYPER GLOSS (HG)
S18;20X7,5;5X112;38;GRAFITE BRILHANT (GB)
S18;20X7,5;5X112;38;HYPER GLOSS (HG)
S19;14x6;4X100;30;BLACK DIAMOND (BD)
S19;15x6;4X100;38;BLACK DIAMOND (BD)
S19;15x6;5X100;38;BLACK DIAMOND (BD)
S19;17x7;4X100;38;BLACK DIAMOND (BD)
S19;17x7;5X100;38;BLACK DIAMOND (BD)
S19;17x7;5X112;45;BLACK DIAMOND (BD)
S19;18x7;4X100;38;BLACK DIAMOND (BD)
S19;18x7;5X100;38;BLACK DIAMOND (BD)
S19;18x7;5X100;38;BLACK DIAM SMOKE (BDS)
S19;18x7;5X112;45;BLACK DIAMOND (BD)
S19;18x7;5X112;45;BLACK DIAM SMOKE (BDS)
S19;20X7,5;4X100;38;BLACK DIAMOND (BD)
S19;20X7,5;5X100;38;BLACK DIAMOND (BD)
S19;20X7,5;5X112;45;BLACK DIAMOND (BD)
S20;14x6;4X100;38;BLACK DIAMOND (BD)
S20;14x6;4X100;38;GRAPHITE DIAMOND (GD)
S20;15x6;4X100;42;BLACK DIAMOND (BD)
S20;15X6;4X100;42;GRAPHITE DIAMOND (GD)
S21;14x6;4X100;39;BLACK (B)
S21;14x6;4X100;39;BLACK DIAMOND (BD)
S21;14x6;4X100;39;SILVER STAR (SS)
S21;15x6;4X100;39;BLACK (B)
S21;15x6;4X100;39;BLACK DIAMOND (BD)
S21;15x6;4X100;39;SILVER STAR (SS)
S21;17x6;4X100;36;BLACK (B)
S21;17x6;4X100;36;BLACK DIAMOND (BD)
S21;17x6;4X100;36;SILVER STAR (SS)
S22;16x6;5X100;37;BLACK DIAMOND (BD)
S22;16x6;5X100;37;GRAFITE BRILHANT (GB)
S22;16x6;5X100;37;LIP BLACK DIAMOND (LBD)
S22;17x7;5X100;39;BLACK DIAMOND (BD)
S22;17x7;5X100;39;GRAFITE BRILHANT (GB)
S22;17x7;5X100;39;LIP BLACK DIAMOND (LBD)
S23;17x6;4X100;36;BLACK DIAMOND (BD)
S23;17x6;4X108;36;BLACK DIAMOND (BD)
S23;17x7;4X100;40;BLACK DIAMOND (BD)
S23;17x7;5X100;40;BLACK DIAMOND (BD)
S23;17x7;5X105;40;BLACK DIAMOND (BD)
S23;17x7;5X108;40;BLACK DIAMOND (BD)
S23;17x7;5X114;40;BLACK DIAMOND (BD)
S23;18x6;4X100;36;BLACK (B)
S23;18x6;4X100;36;BLACK DIAMOND (BD)
S23;18x6;5X100;36;BLACK DIAMOND (BD)
S23;18x6;4X108;36;BLACK DIAMOND (BD)
S23;18x7;4X100;40;BLACK DIAMOND (BD)
S23;18x7;5X100;40;BLACK DIAMOND (BD)
S23;18x7;5X105;40;BLACK DIAMOND (BD)
S23;18x7;5X108;40;BLACK DIAMOND (BD)
S23;18x7;5X112;40;BLACK DIAMOND (BD)
S23;18x7;5X114;40;BLACK DIAMOND (BD)
S24;16x6;4X100;36;BLACK DIAMOND (BD)
S24;16x6;4X100;36;GRAPHITE FOSCO DIAM (GFD)
S24;16x6;5X105;36;BLACK DIAMOND (BD)
S24;16x6;5X105;36;GRAPHITE DIAMOND (GD)
S24;16x6;5X105;36;GRAPHITE FOSCO DIAM (GFD)
S24;16x6;5X110;36;BLACK DIAMOND (BD)
S24;17x7;4X100;41;BLACK DIAMOND (BD)
S24;17x7;4X100;41;GRAPHITE FOSCO DIAM (GFD)
S24;17x7;5X105;41;BLACK DIAMOND (BD)
S24;17x7;5X105;41;GRAPHITE DIAMOND (GD)
S24;17x7;5X105;41;GRAPHITE FOSCO DIAM (GFD)
S24;17x7;5X110;41;BLACK DIAMOND (BD)
S25;16x6;5X100;35;BLACK DIAMOND (BD)
S25;16x6;5X100;35;BLACK DIAM SMOKE (BDS)
S25;17x7;5X100;39;BLACK DIAMOND (BD)
S25;17x7;5X100;39;BLACK DIAM SMOKE (BDS)
S27;15x6;4X98;36;BLACK DIAMOND (BD)
S27;15x6;4X98;36;GRAPHITE FOSCO DIAM (GFD)
S27;16x6;4X98;40;BLACK DIAMOND (BD)
S27;16x6;4X98;40;GRAPHITE FOSCO DIAM (GFD)
S29;15x6;4X98;40;BLACK DIAMOND (BD)
S29;16x6;4X98;40;BLACK DIAMOND (BD)
S29;16x6;4X98;40;GRAPHITE FOSCO DIAM (GFD)
S30;16x7;6X139;28;BLACK (B)
S30;16x7;6X139;28;BLACK DIAMOND (BD)
S30;16x7;6X139;28;GRAPHITE DIAMOND (GD)
S30;17x7;6X139;28;BLACK DIAMOND (BD)
S30;17x7;6X139;28;GRAPHITE DIAMOND (GD)
S30;18x7;6X139;28;BLACK (B)
S30;18x7;6X139;28;BLACK DIAMOND (BD)
S30;18x7;6X139;28;GRAPHITE DIAMOND (GD)
S31;17x7;6X139;25;BLACK DIAMOND (BD)
S31;18x7;6X139;25;BLACK DIAMOND (BD)
S31;20X8,5;6X139;35;BLACK DIAMOND (BD)
S31;22x9;6X139;25;BLACK DIAMOND (BD)
S32;18X7,5;6X139;30;BLACK DIAMOND (BD)
S32;18X7,5;6X139;30;GLOSS (GL)
S32;20X8,5;6X139;35;BLACK DIAMOND (BD)
S32;20X8,5;6X139;35;GLOSS (GL)
S32;22x9;6X139;25;BLACK DIAMOND (BD)
S32;22x9;6X139;25;GLOSS (GL)
S33;16x6;4X100;40;BLACK (B)
S33;16x6;4X100;40;BLACK DIAMOND (BD)
S34;16x6;5X110;28;BLACK (B)
S34;16x6;5X110;28;BLACK DIAMOND (BD)
S34;16x6;5X110;28;GRAPHITE DIAMOND (GD)
S34;18x7;5X110;40;BLACK (B)
S34;18x7;5X110;40;BLACK DIAMOND (BD)
S34;18x7;5X110;40;GRAPHITE DIAMOND (GD)
S35;14x6;4X100;39;BLACK (B)
S35;14x6;4X100;39;BLACK DIAMOND (BD)
S35;15x6;4X100;39;BLACK (B)
S35;15x6;4X100;39;BLACK DIAMOND (BD)
S36;18X7,5;6X139;35;BLACK DIAMOND (BD)
S37;16x6;5X114;43;BLACK DIAMOND (BD)
S38;15x6;4X108;25;BLACK (B)
S38;15x6;4X108;25;BLACK DIAMOND (BD)
S38;15x6;4X108;25;GRAPHITE DIAMOND (GD)
S39;18X7,5;6X139;30;BLACK DIAMOND (BD)
S39;18X7,5;6X139,7;30;BLACK DIAM SMOKE (BDS)
S39;18X7,5;6X139;30;GRAPHITE DIAMOND (GD)
S39;20X8,5;6X139;35;BLACK DIAMOND (BD)
S39;22x9;6X139;42;BLACK DIAMOND (BD)
S40;15x6;4X100;35;BLACK DIAMOND (BD)
S41;16x6;4X98;35;BLACK DIAMOND (BD)
S41;16x6;4X98;35;GRAPHITE DIAMOND (GD)
S42;14x6;4X100;38;BLACK DIAMOND (BD)
S42;14x6;4X100;38;GRAPHITE DIAMOND (GD)
S42;15x6;4X100;42;BLACK (B)
S42;15x6;4X100;42;BLACK DIAMOND (BD)
S42;15x6;4X100;42;GRAPHITE DIAMOND (GD)
S43;15x6;4X108;40;BLACK DIAMOND (BD)
S44;15x6;4X100;38;BLACK DIAMOND (BD)
S44;15x6;5X100;40;BLACK DIAMOND (BD)
S44;15x6;5X100;45;GRAPHITE DIAMOND (GD)
S45;18x6;4X98;42;BLACK DIAMOND (BD)
S45;18x6;4X98;42;GRAPHITE DIAMOND (GD)
S45;18x7;4X98;35;BLACK DIAMOND (BD)
S45;18x7;5X98;35;BLACK DIAMOND (BD)
S45;18x7;5X98;35;GRAPHITE DIAMOND (GD)
S45;18x7;5X105;40;BLACK DIAMOND (BD)
S45;18x7;5X114;40;BLACK DIAMOND (BD)
S46;15x6;4X100;38;BLACK DIAMOND (BD)
S46;15x6;4X100;38;BLACK DIAM SMOKE (BDS)
S46;15x6;5X100;38;BLACK DIAMOND (BD)
S46;15x6;5X100;38;BLACK DIAM SMOKE (BDS)
S46;17x6;4X100;42;BLACK DIAMOND (BD)
S46;17x6;5X100;42;BLACK DIAMOND (BD)
S46;17x7;4X100;40;BLACK DIAM SMOKE (BDS)
S46;17x7;5X100;40;BLACK DIAMOND (BD)
S46;17x7;5X100;40;BLACK DIAM SMOKE (BDS)
S46;17x7;5X112;45;BLACK DIAMOND (BD)
S46;18x6;5X100;42;BLACK DIAMOND (BD)
S46;18x7;5X100;40;BLACK DIAMOND (BD)
S46;18x7;5X112;45;BLACK DIAMOND (BD)
S47;15x6;4X100;39;BLACK DIAMOND (BD)
S47;16x6;4X100;39;BLACK (B)
S47;16x6;4X100;39;BLACK DIAMOND (BD)
S47;16x6;5X105;39;BLACK (B)
S47;16x6;5X105;39;BLACK DIAMOND (BD)
S47;17x7;4X100;41;BLACK (B)
S47;17x7;4X100;41;BLACK DIAMOND (BD)
S47;17x7;4X100;41;GRAPHITE DIAMOND (GD)
S47;17x7;5X105;41;BLACK DIAMOND (BD)
S47;17x7;5X108;41;BLACK DIAMOND (BD)
S47;17x7;5X110;41;BLACK DIAMOND (BD)
S47;17x7;5X114;41;BLACK (B)
S47;17x7;5X114;41;BLACK DIAMOND (BD)
S48;15x6;4X100;38;BLACK (B)
S48;15X6;4X100;38;BLACK DIAMOND (BD)
S48;15x6;4X100;38;BLACK DIAM SMOKE (BDS)
S48;15x6;5X100;38;BLACK DIAMOND (BD)
S48;17x6;4X100;42;BLACK DIAMOND (BD)
S48;17x6;4X100;42;BLACK DIAM SMOKE (BDS)
S48;17x7;4X100;40;BLACK DIAMOND (BD)
S48;17x7;5X100;40;BLACK DIAMOND (BD)
S49;17x7;4X100;40;BLACK DIAMOND (BD)
S49;17x7;5X100;40;BLACK DIAMOND (BD)
S49;17x7;5X100;40;LIP BLACK DIAMOND (LBD)
S49;17x7;5X112;40;BLACK DIAMOND (BD)
S49;17x7;5X114;40;BLACK DIAMOND (BD)
S49;18x7;5X100;40;BLACK DIAMOND (BD)
S49;18x7;5X100;40;LIP BLACK DIAMOND (LBD)
S49;18x7;5X105;40;BLACK DIAMOND (BD)
S49;18x7;5X108;40;BLACK DIAMOND (BD)
S49;18x7;5X112;40;BLACK DIAMOND (BD)
S49;18x7;5X114;40;BLACK DIAMOND (BD)
S49;20x8;5X100;40;BLACK DIAMOND (BD)
S49;20x8;5X100;40;LIP BLACK DIAMOND (LBD)
S49;20x8;5X105;40;BLACK DIAMOND (BD)
S49;20x8;5X105;40;LIP BLACK DIAMOND (LBD)
S49;20x8;5X108;40;BLACK DIAMOND (BD)
S49;20x8;5X108;40;LIP BLACK DIAMOND (LBD)
S49;20x8;5X112;40;BLACK DIAMOND (BD)
S49;20x8;5X112;40;LIP BLACK DIAMOND (LBD)
S49;20x8;5X114;40;BLACK DIAMOND (BD)
S49;20x8;5X114;40;GRAFITE BRILHANT (GB)
S49;20x8;5X114;40;LIP BLACK DIAMOND (LBD)
S50;18X7,5;6X139,7;35;BLACK (B)
S50;18X7,5;6X139;35;BLACK DIAMOND (BD)
S50;18X7,5;6X139;35;BLACK FOSCO (BF)
S50;20X8,5;6X139;35;BLACK (B)
S50;20X8,5;6X139;35;BLACK DIAMOND (BD)
S50;20X8,5;6X139;35;BLACK FOSCO (BF)
S51;20X8,5;6X114;35;BLACK DIAMOND (BD)
S51;20X8,5;6X114;35;GRAPHITE DIAMOND (GD)
S52;15x6;4X100;41;BLACK DIAMOND (BD)
S52;15x6;4X100;41;GRAPHITE DIAMOND (GD)
S53;20X8,5;5X110;30;BLACK (B)
S53;20X8,5;5X110;30;BLACK DIAMOND (BD)
S53;20X8,5;5X120;40;BLACK DIAMOND (BD)
S53;20X8,5;5X139,7;20;BLACK (B)
S53;20X8,5;6X139;35;BLACK (B)
S53;20X8,5;6X139,7;35;BLACK DIAMOND (BD)
S54;18x6;4X100;42;BLACK DIAMOND (BD)
S54;18x6;5X100;42;BLACK DIAMOND (BD)
S54;18x7;5X100;40;BLACK DIAMOND (BD)
S54;18x7;5X100;40;BLACK DIAM SMOKE (BDS)
S54;18x7;5X112;45;BLACK DIAMOND (BD)
S54;18x7;5X112;45;BLACK DIAM SMOKE (BDS)
S54;20X7,5;4X100;40;BLACK DIAMOND (BD)
S54;20X7,5;5X100;40;BLACK DIAMOND (BD)
S54;20X7,5;5X100;40;BLACK DIAM SMOKE (BDS)
S54;20X7,5;5X112;45;BLACK DIAMOND (BD)
S54;20X7,5;5X112;45;BLACK DIAM SMOKE (BDS)
S54;20X7,5;5X114;40;BLACK DIAMOND (BD)
S55;15x6;4X98;40;BLACK DIAMOND (BD)
S55;15x6;4X98;40;GRAPHITE FOSCO DIAM (GFD)
S56;16x6;5X100;35;BLACK (B)
S56;16x6;5X100;35;BLACK DIAMOND (BD)
S56;16x6;5X100;35;BLACK DIAM SMOKE (BDS)
S56;17x7;4X100;39;BLACK (B)
S56;17x7;4X100;39;BLACK DIAMOND (BD)
S56;17x7;4X100;39;BLACK DIAM SMOKE (BDS)
S56;17x7;5X100;39;BLACK (B)
S56;17x7;5X100;39;BLACK DIAMOND (BD)
S56;17x7;5X100;39;BLACK DIAM SMOKE (BDS)
S57;18X7,5;6X139;28;BLACK DIAMOND (BD)
S57;18X7,5;6X139;28;GRAPHITE DIAMOND (GD)
S57;20X8,5;6X139;33;BLACK DIAMOND (BD)
S57;20X8,5;6X139;33;GRAPHITE DIAMOND (GD)
S57;22x9;6X139;40;BLACK DIAMOND (BD)
S57;22x9;6X139;40;GRAPHITE DIAMOND (GD)
S58;18X7,5;5X120;40;BLACK (B)
S58;18X7,5;5X120;40;BLACK DIAMOND (BD)
S58;18X7,5;5X120;40;BLACK DIAM SMOKE (BDS)
S58;20X8,5;5X120;40;BLACK (B)
S58;20X8,5;5X120;40;BLACK DIAMOND (BD)
S58;20X8,5;5X120;40;BLACK DIAM SMOKE (BDS)
S58;22x9;5X120;45;BLACK (B)
S58;22x9;5X120;45;BLACK DIAMOND (BD)
S58;22x9;5X120;35;BLACK DIAM SMOKE (BDS)
S59;16x6;4X100;35;BLACK DIAMOND (BD)
S59;16x6;4X100;35;BLACK DIAM SMOKE (BDS)
S59;16x6;5X100;35;BLACK DIAMOND (BD)
S59;16x6;5X100;35;BLACK DIAM SMOKE (BDS)
S60;15x6;4X100;35;BLACK DIAMOND (BD)
S60;15x6;4X100;35;BLACK DIAM SMOKE (BDS)
S60;15x6;5X100;35;BLACK DIAMOND (BD)
S60;15x6;5X100;35;BLACK DIAM SMOKE (BDS)
S60;16x6;4X100;35;BLACK DIAMOND (BD)
S60;16x6;4X100;35;BLACK DIAM SMOKE (BDS)
S60;16x6;5X100;35;BLACK DIAMOND (BD)
S60;16x6;5X100;35;BLACK DIAM SMOKE (BDS)
S60;17x7;4X100;35;BLACK DIAMOND (BD)
S60;17x7;4X100;35;BLACK DIAM SMOKE (BDS)
S60;17x7;5X100;35;BLACK DIAMOND (BD)
S60;17x7;5X100;35;BLACK DIAM SMOKE (BDS)
SAMPSON;17X7;4X99;38;BLACK (B)
SAMPSON;17X7;4X99;38;GRAFITE BRILHANT (GB)
SAMPSON;17X7;5X105;38;SILVER STAR (SS)
SAMPSON;18x8;5X100;40;BLACK (B)
SAMPSON;18x8;5X100;40;GRAFITE BRILHANT (GB)
SAMPSON;18x8;5X100;40;SILVER STAR (SS)
SAMPSON;18x8;5X105;40;BLACK (B)
SAMPSON;18x8;5X105;40;GRAFITE BRILHANT (GB)
SAMPSON;18x8;5X105;40;SILVER STAR (SS)
SAMPSON;18x8;5X108;40;BLACK (B)
SAMPSON;18x8;5X108;40;GRAFITE BRILHANT (GB)
SAMPSON;18x8;5X108;40;SILVER STAR (SS)
SAMPSON;18x8;5X113;40;BLACK (B)
SAMPSON;18x8;5X113;40;GRAFITE BRILHANT (GB)
SAMPSON;18x8;5X113;40;SILVER STAR (SS)
SAMPSON;18x8;5X120;40;BLACK (B)
SAMPSON;18x8;5X120;40;GRAFITE BRILHANT (GB)
SAMPSON;18x8;5X120;40;SILVER STAR (SS)
SAMPSON;19X8,5;5X100;45;BLACK (B)
SAMPSON;19X8,5;5X100;45;GRAFITE BRILHANT (GB)
SAMPSON;19X8,5;5X100;45;SILVER STAR (SS)
SAMPSON;19X8,5;5X105;40;BLACK (B)
SAMPSON;19X8,5;5X105;40;GRAFITE BRILHANT (GB)
SAMPSON;19X8,5;5X105;40;SILVER STAR (SS)
SAMPSON;19X8,5;5X108;45;BLACK (B)
SAMPSON;19X8,5;5X108;45;SILVER STAR (SS)
SAMPSON;19X8,5;5X113;45;BLACK (B)
SAMPSON;19X8,5;5X113;45;GRAFITE BRILHANT (GB)
SAMPSON;19X8,5;5X113;45;SILVER STAR (SS)
SAMPSON;19X8,5;5X120;40;BLACK (B)
SAMPSON;19X8,5;5X120;40;GRAFITE BRILHANT (GB)
SAMPSON;19X8,5;5X120;40;SILVER STAR (SS)
SILVERADO;18x8;6X139,7;20;SILVER STAR (SS)
SUMMER;17x7;4X100;40;SILVER STAR (SS)
STROLLER;18x8;5X100;40;BLACK (B)
STROLLER;18x8;5X100;40;BLACK DIAMOND (BD)
STROLLER;18x8;5X105;40;BLACK (B)
STROLLER;18x8;5X108;40;BLACK (B)
STROLLER;18x8;5X108;40;BLACK DIAMOND (BD)
STROLLER;18x8;5X113;40;BLACK (B)
STROLLER;18x8;5X113;40;BLACK DIAMOND (BD)
STROLLER;18x8;5X113;40;GRAFITE BRILHANT (GB)
SUMMER;15x7;4X100;38;SILVER STAR (SS)

